kode,nama
35.26.15.2014,kajjan
35.26.15.2015,panjalinan
35.26.15.2016,pangeran gadungan
35.26.15.2017,kampao
35.26.15.2018,ko'olan
35.26.15.2019,gigir
35.26.16,modung
35.26.16.2001,patereman
35.26.16.2002,paeng
35.26.16.2003,kolla
35.26.16.2004,neroh
35.26.16.2005,langpanggang
35.26.16.2006,patenteng
35.26.16.2007,srabi barat
35.26.16.2008,srabi timur
35.26.16.2009,pangpajung
35.26.16.2010,karang anyar
35.26.16.2011,alas kokon
35.26.16.2012,pakong
35.26.16.2013,glisgis
35.26.16.2014,brakas dajah
35.26.16.2015,modung
35.26.16.2016,suwa'an
35.26.16.2017,mangga'an
35.26.17,konang
35.26.17.2001,bandung
35.26.17.2002,konang
35.26.17.2003,genteng
35.26.17.2004,pakes
35.26.17.2005,cangkareman
35.26.17.2006,sen asen
35.26.17.2007,sambiyan
35.26.17.2008,campor
35.26.17.2009,galis dajah
35.26.17.2010,kanegarah
35.26.17.2011,durin barat
35.26.17.2012,durin timur
35.26.17.2013,batokaban
35.26.18,galis
35.26.18.2001,tellok
35.26.18.2002,daleman
35.26.18.2003,blateran
35.26.18.2004,paterongan
35.26.18.2005,kajuanak
35.26.18.2006,longkek
35.26.18.2007,galis
35.26.18.2008,pekadan
35.26.18.2009,bangpendah
35.26.18.2010,paka'an dajah
35.26.18.2011,paka'an laok
35.26.18.2012,kranggan timur
35.26.18.2013,separah
35.26.18.2014,banjar
35.26.18.2015,tlagah
35.26.18.2016,lantek barat
35.26.18.2017,lantek timor
35.26.18.2018,kelbung
35.26.18.2019,banyu bunih
35.26.18.2020,sadah
35.26.18.2021,sorpa
35.27,kab. sampang
35.27.01,sreseh
35.27.01.2001,noreh
35.27.01.2002,labuhan
35.27.01.2003,taman
35.27.01.2004,sreseh
35.27.01.2005,disanah
35.27.01.2006,marparan
35.27.01.2007,klobur
35.27.01.2008,labang
35.27.01.2009,bundah
35.27.01.2010,bangsah
35.27.01.2011,plasah
35.27.01.2012,junok
35.27.02,torjun
35.27.02.2007,dulang
35.27.02.2008,patarongan
35.27.02.2009,pangongsean
35.27.02.2010,krampon
35.27.02.2011,bringinnonggal
35.27.02.2012,torjun
35.27.02.2013,patapan
35.27.02.2014,jeruk porot
35.27.02.2015,kodak
35.27.02.2016,kanjar
35.27.02.2017,kara
35.27.02.2018,tanah merah
35.27.03,sampang
35.27.03.2001,p. mandingan
35.27.03.2002,aengsareh
35.27.03.1003,polagan
35.27.03.1004,banyuanyar
35.27.03.2005,gunung maddah
35.27.03.1006,rongtengah
35.27.03.1007,karang dalam
35.27.03.1008,gunung sekar
35.27.03.1009,dalpenang
35.27.03.2010,panggung
35.27.03.2011,taman sareh
35.27.03.2012,pakalongan
35.27.03.2013,tanggumong
35.27.03.2014,kamuning
35.27.03.2015,banyumas
35.27.03.2016,pangelen
35.27.03.2017,paseyan
35.27.03.2018,baruh
35.27.04,camplong
35.27.04.2001,taddan
35.27.04.2002,banjar talela
35.27.04.2003,tamba'an
35.27.04.2004,prajjan
35.27.04.2005,dharma camplong
35.27.04.2006,batukarang
35.27.04.2007,sejati
35.27.04.2008,dharma tanjung
35.27.04.2009,rabasan
35.27.04.2010,banjartabulu
35.27.04.2011,anggersek
35.27.04.2012,madupat
35.27.04.2013,pamola'an
35.27.04.2014,plampa'an
35.27.05,omben
35.27.05.2001,kebun sareh
35.27.05.2002,karangnangger
35.27.05.2003,rapa laok
35.27.05.2004,rapa daya
35.27.05.2005,astapah
35.27.05.2006,sogian
35.27.05.2007,gersempal
35.27.05.2008,temoran
35.27.05.2009,meteng
35.27.05.2010,madulang
35.27.05.2011,kamondung
35.27.05.2012,omben
35.27.05.2013,tambak
35.27.05.2014,angsokah
35.27.05.2015,jranguan
35.27.05.2016,rongdalam
35.27.05.2017,napo laok
35.27.05.2018,napo daya
35.27.05.2019,karanggayam
35.27.05.2020,pandan
35.27.06,kedungdung
35.27.06.2001,banyukapah
35.27.06.2002,rabasan
35.27.06.2003,rohayu
35.27.06.2004,kedungdung
35.27.06.2005,komis
35.27.06.2006,bajrasoka
35.27.06.2007,kramat
35.27.06.2008,nyeloh
35.27.06.2009,banjar
35.27.06.2010,ombul
35.27.06.2011,pajeruan
35.27.06.2012,moktesareh
35.27.06.2013,batoporo barat
35.27.06.2014,batoporo timur
35.27.06.2015,gunungeleh
35.27.06.2016,daleman
35.27.06.2017,pasarenan
35.27.06.2018,palenggian
35.27.07,jrengik
35.27.07.2001,asemraja
35.27.07.2002,plakaran
35.27.07.2003,asemnonggal
35.27.07.2004,majangan
35.27.07.2005,margantoko
35.27.07.2006,penyepen
35.27.07.2007,taman
35.27.07.2008,jrengik
35.27.07.2009,kalangan prao
35.27.07.2010,kotah
35.27.07.2011,jungkarang
35.27.07.2012,mlakah
35.27.07.2013,bancelok
35.27.07.2014,buker
35.27.08,tambelangan
35.27.08.2001,karanganyar
35.27.08.2002,baturasang
35.27.08.2003,mambulu barat
35.27.08.2004,bringin
35.27.08.2005,samaran
35.27.08.2006,tambelangan
35.27.08.2007,barunggagah
35.27.08.2008,banjarbillah
35.27.08.2009,somber
35.27.08.2010,birem
35.27.09,banyuates
35.27.09.2001,olor
35.27.09.2002,planggaran barat
35.27.09.2003,planggaran timur
35.27.09.2004,tolang
35.27.09.2005,lar lar
35.27.09.2006,tlagah
35.27.09.2007,nagasareh
35.27.09.2008,trapang
35.27.09.2009,terosan
35.27.09.2010,asem jaran
35.27.09.2011,kembang jeruk
35.27.09.2012,morbatoh
35.27.09.2013,montor
35.27.09.2014,tebanah
35.27.09.2015,nepa
35.27.09.2016,batioh
35.27.09.2017,masaran
35.27.09.2018,banyuates
35.27.09.2019,jatra timur
35.27.09.2020,tapa'an
35.27.10,robatal
35.27.10.2008,lepelle
35.27.10.2009,bapelle
35.27.10.2010,sawah tengah
35.27.10.2011,torjunan
35.27.10.2012,tragih
35.27.10.2013,jelgung
35.27.10.2014,robatal
35.27.10.2015,gunung rancak
35.27.10.2016,pandiyangan
35.27.11,sokobanah
35.27.11.2001,tobai barat
35.27.11.2002,tobai tengah
35.27.11.2003,tobai timur
35.27.11.2004,bira tengah
35.27.11.2005,bira timur
35.27.11.2006,sokobanah laok
35.27.11.2007,tamberu laok
35.27.11.2008,tamberu daya
35.27.11.2009,sokobanah tengah
35.27.11.2010,sokobanah daya
35.27.11.2011,tamberu barat
35.27.11.2012,tamberu timur
35.27.12,ketapang
35.27.12.2001,paopale laok
35.27.12.2002,bunten barat
35.27.12.2003,bunten timur
35.27.12.2004,pancor
35.27.12.2005,karanganyar
35.27.12.2006,pangereman
35.27.12.2007,bira barat
35.27.12.2008,ketapang timur
35.27.12.2009,ketapang daya
35.27.12.2010,ketapang laok
35.27.12.2011,ketapang barat
35.27.12.2012,paopale daya
35.27.12.2013,rabiyan
35.27.12.2014,banyusokah
35.27.13,pangarengan
35.27.13.2001,pangarengan
35.27.13.2002,apa an
35.27.13.2003,gulbung
35.27.13.2004,panyirangan
35.27.13.2005,pacangga an
35.27.13.2006,ragung
35.27.14,karangpenang
35.27.14.2001,blu uran
35.27.14.2002,tlambah
35.27.14.2003,bulmatet
35.27.14.2004,poreh
35.27.14.2005,karangpenang oloh
35.27.14.2006,karangpenang onjur
35.27.14.2007,gunung kesan
35.28,kab. pamekasan
35.28.01,tlanakan
35.28.01.2001,dabuan
35.28.01.2002,terrak
35.28.01.2003,mangar
35.28.01.2004,bandaran
35.28.01.2005,kramat
35.28.01.2006,ambat
35.28.01.2007,branta pesisir
35.28.01.2008,tlanakan
35.28.01.2009,branta tinggi
35.28.01.2010,tlesah
35.28.01.2011,larangan tokol
35.28.01.2012,ceguk
35.28.01.2013,panglegur
35.28.01.2014,bukek
35.28.01.2015,gugul
35.28.01.2016,larangan slampar
35.28.01.2017,taro'an
35.28.02,pademawu
35.28.02.2001,tanjung
35.28.02.2002,padelegan
35.28.02.2003,majungan
35.28.02.2004,pagagan
35.28.02.2005,jarin
35.28.02.2006,baddurih
35.28.02.2007,buddih
35.28.02.2008,sopa'ah
35.28.02.2009,prekbun
35.28.02.2010,durbuk
35.28.02.2011,pademawu barat
35.28.02.2012,pademawu timur
35.28.02.2013,bunder
35.28.02.2014,dasok
35.28.02.2015,murtajih
35.28.02.2016,sumedangan
35.28.02.2017,lemper
35.28.02.1018,barurambat timur
35.28.02.1019,lawangan daya
35.28.02.2020,sentol
35.28.02.2021,tambung
35.28.02.2022,buddagan
35.28.03,galis
35.28.03.2001,tobungan
35.28.03.2002,konang
35.28.03.2003,pandan
35.28.03.2004,lembung
35.28.03.2005,galis
35.28.03.2006,bulay
35.28.03.2007,pagendingan
35.28.03.2008,ponteh
35.28.03.2009,polagan
35.28.03.2010,artodung
35.28.04,pamekasan
35.28.04.1001,kangenan
35.28.04.2002,panempan
35.28.04.1003,patemon
35.28.04.2004,laden
35.28.04.2005,jalmak
35.28.04.2006,teja barat
35.28.04.2007,teja timur
35.28.04.2008,bettet
35.28.04.2009,nyalabu laok
35.28.04.2010,nyalabu daja
35.28.04.1011,bugih
35.28.04.1012,jungcang cang
35.28.04.1013,parteker
35.28.04.1014,barurambat kota
35.28.04.1015,geladak anyar
35.28.04.1016,kolpajung
35.28.04.1017,kowel
35.28.04.2018,toronan
35.28.05,proppo
35.28.05.2001,karang anyar
35.28.05.2002,toket
35.28.05.2003,candi burung
35.28.05.2004,bato kalangan
35.28.05.2005,gro'om
35.28.05.2006,srambah
35.28.05.2007,pangtonggal
35.28.05.2008,samiran
35.28.05.2009,kodik
35.28.05.2010,klampar
35.28.05.2011,samatan
35.28.05.2012,lenteng
35.28.05.2013,talangoh
35.28.05.2014,billa'an
35.28.05.2015,rangperang laok
35.28.05.2016,rangperang daja
35.28.05.2017,banyubulu
35.28.05.2018,pangorayan
35.28.05.2019,panglemah
35.28.05.2020,mapper
35.28.05.2021,proppo
35.28.05.2022,jambringin
35.28.05.2023,campor
35.28.05.2024,panaguan
35.28.05.2025,pangbatok
35.28.05.2026,tattangoh
35.28.05.2027,badung
35.28.06,palenggaan
35.28.06.2001,banyupelle
35.28.06.2002,rek kerrek
35.28.06.2003,angsanah
35.28.06.2004,akkor
35.28.06.2005,larangan badung
35.28.06.2006,panaan
35.28.06.2007,patoan laok
35.28.06.2008,patoan dajah
35.28.06.2009,kacok
35.28.06.2010,rombuh
35.28.06.2011,palengaan laok
35.28.06.2012,palengaan dajah
35.28.07,pegantenan
35.28.07.2001,plakpak
35.28.07.2002,palesanggar
35.28.07.2003,pegantenan
35.28.07.2004,bulangan branta
35.28.07.2005,bulangan barat
35.28.07.2006,bulangan haji
35.28.07.2007,tlagah
35.28.07.2008,bulangan timur
35.28.07.2009,tebul timur
35.28.07.2010,tebul barat
35.28.07.2011,ambender
35.28.07.2012,pasanggar
35.28.07.2013,tanjung
35.28.08,larangan
35.28.08.2001,peltong
35.28.08.2002,blumbungan
35.28.08.2003,trasak
35.28.08.2004,tentenan barat
35.28.08.2005,tentenan timur
35.28.08.2006,grujugan
35.28.08.2007,larangan luar
35.28.08.2008,larangan dalam
35.28.08.2009,panaguan
35.28.08.2010,montok
35.28.08.2011,taraban
35.28.08.2012,duko timur
35.28.08.2013,lancar
35.28.08.2014,kaduara barat
35.28.09,pakong
35.28.09.2001,bicorong
35.28.09.2002,klompang barat
35.28.09.2003,klompang timur
35.28.09.2004,cenlecen
35.28.09.2005,bajang
35.28.09.2006,banban
35.28.09.2007,somalang
35.28.09.2008,palalang
35.28.09.2009,seddur
35.28.09.2010,pakong
35.28.09.2011,bandungan
35.28.09.2012,lebbek
35.28.10,waru
35.28.10.2001,bajur
35.28.10.2002,sumber waru
35.28.10.2003,tampojung pregih
35.28.10.2004,tampojung guwa
35.28.10.2005,tampojung tengah
35.28.10.2006,tampojung tenggina
35.28.10.2007,ragang
35.28.10.2008,sana laok
35.28.10.2009,waru timur
35.28.10.2010,waru barat
35.28.10.2011,tlonto ares
35.28.10.2012,tagangser laok
35.28.11,batumarmar
35.28.11.2001,bujur barat
35.28.11.2002,pangereman
35.28.11.2003,bangserreh
35.28.11.2004,lesong laok
35.28.11.2005,ponjanan barat
35.28.11.2006,ponjanan timur
35.28.11.2007,kapong
35.28.11.2008,lesong daja
35.28.11.2009,batu bintang
35.28.11.2010,blaban
35.28.11.2011,tamberu
35.28.11.2012,bujur tengah
35.28.11.2013,bujur timur
35.28.12,kadur
35.28.12.2001,pamaroh
35.28.12.2002,pamoroh
35.28.12.2003,sokolelah
35.28.12.2004,gagah
35.28.12.2005,kertagena laok
35.28.12.2006,kertagena tengah
35.28.12.2007,bungbaruh
35.28.12.2008,kadur
35.28.12.2009,bangkes
35.28.12.2010,kertagena dajah
35.28.13,pasean
35.28.13.2001,sana tengah
35.28.13.2002,sana dajah
35.28.13.2003,tagangser dajah
35.28.13.2004,sotabar
35.28.13.2005,tlonto raja
35.28.13.2006,dempo barat
35.28.13.2007,dempo timur
35.28.13.2008,bindang
35.28.13.2009,batukerbuy
35.29,kab. sumenep
35.29.01,kota sumenep
35.29.01.2005,kolor
35.29.01.2006,pabian
35.29.01.2007,marengan daya
35.29.01.2008,kacongan
35.29.01.2009,paberasan
35.29.01.2010,parsanga
35.29.01.2011,bangkal
35.29.01.2012,kebunan
35.29.01.2013,pamolokan
35.29.01.2014,pangarangan
35.29.01.1015,kepanjin
35.29.01.1016,pajagalan
35.29.01.1017,bangselok
35.29.01.1018,karangduak
35.29.01.2019,pandian
35.29.01.2020,kebunagung
35.29.02,kalianget
35.29.02.2001,pinggirpapas
35.29.02.2002,karanganyar
35.29.02.2003,marengan laok
35.29.02.2004,kertasada
35.29.02.2005,kalimook
35.29.02.2006,kalianget barat
35.29.02.2007,kalianget timur
35.29.03,manding
35.29.03.2001,kasengan
35.29.03.2002,lalangon
35.29.03.2003,tenonan
35.29.03.2004,lanjuk
35.29.03.2005,gadding
35.29.03.2006,giring
35.29.03.2007,gunung kembar
35.29.03.2008,jaba'an
35.29.03.2009,manding laok
35.29.03.2010,manding timur
35.29.03.2011,manding daya
35.29.04,talango
35.29.04.2001,talango
35.29.04.2002,padike
35.29.04.2003,cabbiya
35.29.04.2004,essang
35.29.04.2005,kombang
35.29.04.2006,poteran
35.29.04.2007,palasa
35.29.04.2008,gapurana
35.29.05,bluto
35.29.05.2001,guluk manjung
35.29.05.2002,kapedi
35.29.05.2003,pakandangan barat
35.29.05.2004,pakandangan tengah
35.29.05.2005,pakandangan sangra
35.29.05.2006,aeng dake
35.29.05.2007,aeng baja kenek
35.29.05.2008,bluto
35.29.05.2009,lobuk
35.29.05.2010,bumbungan
35.29.05.2011,masaran
35.29.05.2012,palongan
35.29.05.2013,aeng baja raja
35.29.05.2014,karang campaka
35.29.05.2015,sera barat
35.29.05.2016,sera tengah
35.29.05.2017,sera timur
35.29.05.2018,gingging
35.29.05.2019,errabu
35.29.05.2020,gilang
35.29.06,saronggi
35.29.06.2001,pagar batu
35.29.06.2002,tanjung
35.29.06.2003,kebundadap timur
35.29.06.2004,langsar
35.29.06.2005,kebundadap barat
35.29.06.2006,saroka
35.29.06.2007,tanamerah
35.29.06.2008,nambakor
35.29.06.2009,saronggi
35.29.06.2010,moangan
35.29.06.2011,juluk
35.29.06.2012,aengtongtong
35.29.06.2013,talang
35.29.06.2014,kambingan timur
35.29.07,lenteng
35.29.07.2001,moncek barat
35.29.07.2002,moncek tengah
35.29.07.2003,moncek timur
35.29.07.2004,banaresep timur
35.29.07.2005,tarogan
35.29.07.2006,kambingan barat
35.29.07.2007,poreh
35.29.07.2008,lenteng timur
35.29.07.2009,lembung timur
35.29.07.2010,lenteng barat
35.29.07.2011,banaresep barat
35.29.07.2012,billapora rebba
35.29.07.2013,lembung barat
35.29.07.2014,ellak laok
35.29.07.2015,ellak daya
35.29.07.2016,daramista
35.29.07.2017,jambu
35.29.07.2018,cangkreng
35.29.07.2019,meddelan
35.29.07.2020,sendir
35.29.08,giliginting
35.29.08.2001,galis
35.29.08.2002,gedugan
35.29.08.2003,bringsang
35.29.08.2004,aenganyar
35.29.08.2005,lombang
35.29.08.2006,jate
35.29.08.2007,banbaru
35.29.08.2008,banmaleng
35.29.09,guluk-guluk
35.29.09.2001,bakeong
35.29.09.2002,payudan dundang
35.29.09.2003,pordapor
35.29.09.2004,guluk-guluk
35.29.09.2005,ketawang laok
35.29.09.2006,pananggungan
35.29.09.2007,bragung
35.29.09.2008,tambuko
35.29.09.2009,payudan nangger
35.29.09.2010,payudan daleman
35.29.09.2011,payudan karangsokon
35.29.09.2012,batuampar
35.29.10,ganding
35.29.10.2001,bataal barat
35.29.10.2002,bataal timur
35.29.10.2003,rombiya barat
35.29.10.2004,rombiya timur
35.29.10.2005,talaga
35.29.10.2006,billapora barat
35.29.10.2007,billapora timur
35.29.10.2008,ganding
35.29.10.2009,gadu timur
35.29.10.2010,gadu barat
35.29.10.2011,ketawang larangan
35.29.10.2012,ketawang parebaan
35.29.10.2013,ketawang daleman
35.29.10.2014,ketawang karay
35.29.11,pragaan
35.29.11.2001,kaduara timur
35.29.11.2002,sendang
35.29.11.2003,rombasan
35.29.11.2004,sentol laok
35.29.11.2005,larangan perreng
35.29.11.2006,sentol daya
35.29.11.2007,pakamban daya
35.29.11.2008,pakamban laok
35.29.11.2009,jaddung
35.29.11.2010,pragaan laok
35.29.11.2011,pragaan daya
35.29.11.2012,prenduan
35.29.11.2013,aeng panas
35.29.11.2014,karduluk
35.29.12,ambunten
35.29.12.2001,ambunten barat
35.29.12.2002,ambunten tengah
35.29.12.2003,ambunten timur
35.29.12.2004,tambaagung barat
35.29.12.2005,tambaagung tengah
35.29.12.2006,tambaagung ares
35.29.12.2007,sogian
35.29.12.2008,tambaagung timur
35.29.12.2009,bukabu
35.29.12.2010,campor barat
35.29.12.2011,keles
35.29.12.2012,campor timur
35.29.12.2013,belluk ares
35.29.12.2014,belluk kenek
35.29.12.2015,belluk raja
35.29.13,pasongsongan
35.29.13.2001,montorna
35.29.13.2002,prancak
35.29.13.2003,campaka
35.29.13.2004,rajun
35.29.13.2005,lebeng timur
35.29.13.2006,lebeng barat
35.29.13.2007,soddara
35.29.13.2008,pasongsongan
35.29.13.2009,padangdangan
35.29.13.2010,panaongan
35.29.14,dasuk
35.29.14.2001,slopeng
35.29.14.2002,semaan
35.29.14.2003,batubellah barat
35.29.14.2004,batubellah timur
35.29.14.2005,kecer
35.29.14.2006,bates
35.29.14.2007,bringin
35.29.14.2008,jelbudan
35.29.14.2009,kerta barat
35.29.14.2010,kerta timur
35.29.14.2011,nyapar
35.29.14.2012,dasuk barat
35.29.14.2013,dasuk timur
35.29.14.2014,dasuk laok
35.29.14.2015,mantajun
35.29.15,rubaru
35.29.15.2001,mandala
35.29.15.2002,pakondang
35.29.15.2003,matanair
35.29.15.2004,tambaksari
35.29.15.2005,banasare
35.29.15.2006,bunbarat
35.29.15.2007,karang nangka
35.29.15.2008,basoka
35.29.15.2009,duko
35.29.15.2010,rubaru
35.29.15.2011,kalebengan
35.29.16,batang batang
35.29.16.2001,kolpo
35.29.16.2002,tamidung
35.29.16.2003,batang-batang laok
35.29.16.2004,batang-batang daya
35.29.16.2005,totosan
35.29.16.2006,banuaju barat
35.29.16.2007,banuaju timur
35.29.16.2008,jenangger
35.29.16.2009,nyabakan timur
35.29.16.2010,nyabakan barat
35.29.16.2011,jangkong
35.29.16.2012,legung barat
35.29.16.2013,legung timur
35.29.16.2014,dapenda
35.29.16.2015,bilangan
35.29.16.2016,lombang
35.29.17,batuputih
35.29.17.2001,aengmerah
35.29.17.2002,tengedan
35.29.17.2003,juruan laok
35.29.17.2004,juruan daya
35.29.17.2005,badur
35.29.17.2006,gedang-gedang
35.29.17.2007,batuputih kenek
35.29.17.2008,batuputih laok
35.29.17.2009,batuputih daya
35.29.17.2010,bantelan
35.29.17.2011,larangan barma
35.29.17.2012,larangan kerta
35.29.17.2013,bulla'an
35.29.17.2014,sergang
35.29.18,dungkek
35.29.18.2001,candi
35.29.18.2002,jadung
35.29.18.2003,romben barat
35.29.18.2004,romben rana
35.29.18.2005,romben guna
35.29.18.2006,taman sare
35.29.18.2007,bicabbi
35.29.18.2008,dungkek
35.29.18.2009,bunpenang
35.29.18.2010,bungin-bungin
35.29.18.2011,lapa taman
35.29.18.2012,lapa laok
35.29.18.2013,lapa daya
35.29.18.2014,bancamara
35.29.18.2015,banra'as
35.29.19,gapura
35.29.19.2001,grujugan
35.29.19.2002,longos
35.29.19.2003,andulang
35.29.19.2004,gapura timur
35.29.19.2005,mandala
35.29.19.2006,gersik putih
35.29.19.2007,gapura tengah
35.29.19.2008,gapura barat
35.29.19.2009,panagan
35.29.19.2010,palo'lo'an
35.29.19.2011,banjar timur
35.29.19.2012,banjar barat
35.29.19.2013,batudinding
35.29.19.2014,baban
35.29.19.2015,karangbudi
35.29.19.2016,braji
35.29.19.2017,poja
35.29.20,gayam
35.29.20.2001,pancor
35.29.20.2002,prambanan
35.29.20.2003,gendang timur
35.29.20.2004,karang tengah
35.29.20.2005,jambuir
35.29.20.2006,gayam
35.29.20.2007,kalowang
35.29.20.2008,nyamplong
35.29.20.2009,gendang barat
35.29.20.2010,tarebung
35.29.21,nonggunong
35.29.21.2001,nonggunong
35.29.21.2002,somber
35.29.21.2003,tanah merah
35.29.21.2004,sokaramme timur
35.29.21.2005,sokarami paseser
35.29.21.2006,talaga
35.29.21.2007,rosong
35.29.21.2008,sonok
35.29.22,ra'as
35.29.22.2001,ketupat
35.29.22.2002,jungkat
35.29.22.2003,kropoh
35.29.22.2004,karangnangka
35.29.22.2005,alas malang
35.29.22.2006,poteran
35.29.22.2007,brakas
35.29.22.2008,tonduk
35.29.22.2009,guwa-guwa
35.29.23,masalembu
35.29.23.2001,sukajeruk
35.29.23.2002,masalima
35.29.23.2003,masakambing
35.29.23.2004,kramian
35.29.24,arjasa
35.29.24.2001,pajanangger
35.29.24.2008,sawah sumur
35.29.24.2009,paseraman
35.29.24.2010,gelaman
35.29.24.2011,buddi
35.29.24.2012,kolo-kolo
35.29.24.2013,angkatan
35.29.24.2014,kalisangka
35.29.24.2015,bilis-bilis
35.29.24.2016,laok jang-jang
35.29.24.2017,sumbernangka
35.29.24.2018,duko
35.29.24.2019,kalikatak
35.29.24.2020,arjasa
35.29.24.2021,kalinganyar
35.29.24.2022,angon-angon
35.29.24.2023,sambakati
35.29.24.2024,pandeman
35.29.24.2025,pabean
35.29.25,sapeken
35.29.25.2001,sepanjang
35.29.25.2002,tanjung kiaok
35.29.25.2003,sakala
35.29.25.2004,pagerungan besar
35.29.25.2005,pagerungan kecil
35.29.25.2006,saseel
35.29.25.2007,sapeken
35.29.25.2008,sabunten
35.29.25.2009,paliat
35.29.25.2010,sadulang
35.29.25.2011,saur saebus
35.29.26,batuan
35.29.26.2001,patean
35.29.26.2002,babbalan
35.29.26.2003,gedungan
35.29.26.2004,gunggung
35.29.26.2005,batuan
35.29.26.2006,torbang
35.29.26.2007,gelugur
35.29.27,kangayan
35.29.27.2001,saobi
35.29.27.2002,kangayan
35.29.27.2003,torjek
35.29.27.2004,cangkramaan
35.29.27.2005,tembayangan
35.29.27.2006,batuputih
35.29.27.2007,daandung
35.29.27.2008,timur jang-jang
35.29.27.2009,jukong-jukong
35.71,kota kediri
35.71.01,mojoroto
35.71.01.1001,bandar lor
35.71.01.1002,bandar kidul
35.71.01.1003,banjar mlati
35.71.01.1004,pojok
35.71.01.1005,sukorame
35.71.01.1006,bujel
35.71.01.1007,gayam
35.71.01.1008,mrican
35.71.01.1009,dermo
35.71.01.1010,ngampel
35.71.01.1011,mojoroto
35.71.01.1012,campurejo
35.71.01.1013,lirboyo
35.71.01.1014,tamanan
35.71.02,kota
35.71.02.1001,semampir
35.71.02.1002,balowerti
35.71.02.1003,dandangan
35.71.02.1004,ngadirejo
35.71.02.1005,kampung dalem
35.71.02.1006,setonopande
35.71.02.1007,ringinanom
35.71.02.1008,pakelan
